Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2018-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Costa Rica,CRI,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,10.94140812,10.94287059,10.35845542,11.68515154,11.19205371,12.41721953,9.842107876,10.05468423,10.68788449,14.50757247,16.65274066,17.84109861,21.1674634,21.03941266,18.75264557,18.76459463,18.27332647,18.11102123,17.77464222,17.3391128,17.66497143,25.87946565,26.63878254,27.07879214,24.77917697,26.25472319,30.69391667,28.66918723,32.52134179,33.76431662,35.15834802,37.44898416,34.42774523,39.62202283,36.55456109,35.22430216,32.03210326,32.84076081,35.09983986,35.1792483,36.03145353,38.65903069,37.02324375,36.75267284,,,
Caribbean small states,CSS,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,0.2331363422,0.2309495653,0.1532578085,0.194110669,0.2251798481,0.1888357359,0.177012741,0.1654660479,0.1597956684,0.1690035114,0.1683265228,0.1820609583,0.2067663238,0.189884737,0.1892805023,0.1823762093,0.1579547635,0.1185483383,0.143073098,0.08627509009,0.09440066611,0.07889205275,0.06722014729,0.08225177727,0.0882849714,0.08238828343,0.09247375104,0.08549671683,0.07733806355,0.6930231474,0.6274322037,0.6258256614,0.5289622944,0.5104523532,0.4211370819,0.4715295595,0.4916140213,0.5874700872,0.5894894667,0.5187631193,0.5264616118,0.5677572654,0.5716035768,0.6017497407,,,
Cuba,CUB,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,0.09020124604,0.0630191542,0.04943388834,0.0669977104,0.04619685145,0.03701285624,0.04688232536,0.05030922412,0.06147996801,0.0569747293,0.0350400295,0.02477719619,0.03444820781,0.03912099415,0.03036478543,0.03329127199,0.02381521957,0.03761702442,0.03850675059,0.04495582025,0.06268802503,0.05519438073,0.06689649769,0.03878868479,0.05859326268,0.06888665506,0.09174985772,0.07303026212,0.07453685417,0.06009091204,0.05182861394,0.07861117272,0.09540003363,0.06710542335,0.05480982453,0.07588562486,0.105156909,0.118209106,0.1213104401,0.07594690166,0.08818268447,0.09537483737,0.1140924659,0.1036490518,,,
Curacao,CUW,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05384688232,0.05287211634,0.05234578346,0.05099087575,0.02894353571,0.02531133308,0.03361127776,0.03269505117,0.1254877928,0.1278250877,0.1340346776,0.126742187,0.1317069692,0.1336297921,0.1177607318,0.1230863913,0.1200780857,0.1349859962,0.1135802245,0.1350824017,0.1525542019,0.1395266538,,,
Cayman Islands,CYM,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.828831173,1.70187317,1.791186069,1.717058963,1.753735137,1.660601909,1.627586337,1.642397072,1.549517882,1.812753418,1.864298868,1.878223275,2.209682361,2.18962534,2.320890389,2.653241948,3.149072955,3.76149603,4.717735106,4.622443352,,,
Czech Republic,CZE,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,0.2289076157,0.2387677367,0.20586291,0.3733648165,0.3571177745,0.2766946317,0.3520874505,0.3468775903,0.4073896017,0.4393447193,0.3766992975,0.3004923434,0.405354817,0.8872217699,1.560198294,3.523679493,5.825359254,6.455807218,6.878668576,6.81798535,7.260773029,7.603561179,8.068572881,8.564091086,8.092260593,8.21251247,7.889609848,8.509588182,9.319355007,9.029652753,9.571737036,12.00753251,15.45101992,15.52822946,14.86345161,15.30817238,15.29374414,15.88437856,17.47034424,17.23901715,18.21219635,19.57946162,20.26947557,20.20814004,18.04669024,,
Germany,DEU,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,0.7279095955,0.7049031877,0.6401895147,0.5733681955,0.5555674429,0.6958136803,0.780971719,0.890132467,0.9109246414,1.117958624,1.060201023,0.9103634875,1.144067821,1.334025615,1.609518108,2.474248154,2.629479079,3.618264774,3.716177037,4.140752239,4.517432746,5.455636747,6.338666172,6.599398506,8.333852473,10.5571291,10.00772692,10.79825747,11.80780512,12.32681144,11.77448494,11.528324,12.70835875,12.42716067,12.3604824,12.47501145,12.60078838,13.40407385,12.85987973,13.90163566,13.96095785,13.74383145,13.71851333,13.77312895,14.07027024,13.92845517,14.00194323,12.96534731,13.50925663,13.27662401,13.2349245,11.6460596,11.25153702,11.07170725,11.70940465,11.97021579,,
Djibouti,DJI,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,0.02441390725,0.02396348034,0.0209509894,0.01833700898,0.01751081985,0.0160048488,0.01519473865,0.01452550479,0.01158741117,0.01045443356,0.01054448308,0.01115361927,0.01071621434,0.01086804337,0.0117232089,0.01181267839,0.01086331684,0.009707954257,0.0125709303,0.01714169566,0.02466652633,0.02874422719,0.03191538438,0.03952745819,0.03913283322,0.04327035599,0.07552722338,0.09658211642,0.1574055801,0.244496587,0.3364202095,0.3622320551,0.464129654,0.5088599801,0.5416267712,0.5671441793,0.5194423543,0.8647192038,1.266087298,1.419613076,2.022073178,1.992872823,2.277946268,2.444767065,2.98325642,3.095431434,2.687099059,3.222604383,3.205792891,3.262272748,3.566542902,4.806225632,5.33075495,5.882180981,7.467662828,8.171846633,,
Dominican Republic,DOM,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,1.969433954,1.815026068,1.58995378,1.43122973,1.191961192,2.109570394,1.20380037,1.915304415,2.051336417,1.397169675,3.308354127,1.986082979,2.095302572,2.440205035,2.90522352,3.390833405,3.315300636,3.722510089,1.084354848,0.7475783533,1.07742101,1.021378583,2.232189658,0.9174605729,0.9899005145,1.355095045,0.9357587467,1.597778963,2.273472875,1.450866825,1.198761706,1.478019404,1.908897176,2.75689952,3.029697386,2.724544663,2.566638479,2.123677239,2.28886267,2.14940269,2.289974405,2.526608899,2.805238699,2.734576494,,,
Algeria,DZA,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,0.8191750463,1.058803515,1.341085273,0.8241100886,0.5109555292,0.5309653892,0.3280348255,0.2476033436,0.2275047683,0.1972464918,0.2583752795,0.2595926033,0.1178485714,0.2286988996,0.3130945971,0.1072661491,0.2168106404,0.07531741423,0.09380701403,0.05233241423,0.1073775328,0.07124591301,0.1259319412,0.06143861204,0.068462235,0.04945777705,0.02681365148,0.07427210624,0.06569346169,0.01720341966,0.02193747457,0.01694205864,0.07411473221,0.06933768697,0.1472288949,0.05400579205,0.0527603495,0.06529644824,0.06455786632,0.03732909572,0.1032388055,0.1163748398,0.05964737932,0.042273873,,,
East Asia & Pacific (excluding high income),EAP,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,0.7562371359,0.7831025605,0.8562483616,0.929584253,0.8955016173,0.8854096623,0.8309550388,0.7380780524,0.8748963701,1.118505708,1.307101202,1.475126583,1.638405879,1.651468528,1.714279894,1.687646499,1.732244784,1.834369733,1.944445753,1.885928565,1.907411864,1.916407671,1.982812953,2.466221057,2.536891125,2.529962564,2.598201678,2.789700635,2.883840576,3.254972529,3.569275038,3.558282652,3.441815991,3.516948704,3.439530939,3.440245457,3.522986394,3.989722485,4.029513184,4.058695821,4.072179044,4.625022759,4.983254484,5.502881984,,,
Early-demographic dividend,EAR,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,0.8061091873,1.002689723,0.8154736857,1.480681379,1.105815087,1.409250237,1.373220706,1.349350004,1.703878889,1.749539246,1.555848189,1.447171233,1.488416422,1.609705925,1.748751255,1.938190855,2.116698644,2.046529684,2.216747105,2.291633461,2.370560471,2.523075482,2.479507395,2.597172665,2.920442388,3.047140857,3.328271615,3.403100499,3.686229013,3.614133453,3.739444319,3.735268433,3.745714632,3.726793763,3.855306482,3.892407423,3.90913378,3.698387404,3.773223975,3.773259004,4.03183071,4.257788333,3.961502146,4.014446297,4.054111959,4.067703474,4.070302749,3.934940983,3.799455945,3.782485606,4.011485217,4.074746064,3.908562355,4.093864465,4.01204119,6.904887449,,
East Asia & Pacific,EAS,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,5.333054695,5.619557225,5.253117772,5.3121829,4.971878127,5.089898988,4.911232481,3.836028153,3.735644655,3.404491676,3.347965857,1.940971355,1.941679949,1.732560654,2.170038726,2.296669228,2.405060801,2.116298278,2.705874525,3.132957162,3.603880656,3.910321337,4.276854236,4.787660014,5.024114574,5.698351141,5.851249561,6.285419146,5.960946342,6.042324906,6.166200395,6.415517862,6.295515588,6.524403621,6.747068231,6.992269503,7.036686452,7.209432894,7.684031082,7.52460147,7.677801881,7.738833525,7.39176756,6.653565608,6.771437679,6.808429046,6.647767421,6.187963949,6.507600201,6.626761259,6.476189599,5.374307832,5.23055681,5.435258021,5.941900925,8.087960712,,
Europe & Central Asia (excluding high income),ECA,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,0.8061091873,1.002689723,0.8154736857,1.480681379,1.105815087,1.409250237,1.373220706,1.349350004,1.703878889,1.749539246,1.555848189,1.086795432,1.375010344,1.31219681,1.658745442,2.295590409,2.861554828,3.026562301,3.001073997,3.253024541,3.357822959,4.071647322,4.325084576,4.264553405,4.5578382,4.479191256,4.194078261,4.467514774,5.826454303,4.898367763,5.122001893,5.284376722,5.742292435,6.338500677,6.591317246,6.88096992,7.45586157,7.798317051,7.839308703,8.099027561,8.29749431,8.449391092,8.538249571,8.396424485,8.625883161,8.786130315,8.713982127,8.556941381,8.472031498,9.163937323,9.117424693,8.699069006,8.729068536,8.889605421,9.55032584,9.605488766,,
Europe & Central Asia,ECS,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,3.501110376,3.529430792,3.387302442,3.52667145,3.473946315,3.905755443,4.210265746,4.192053967,4.148612783,3.990994723,3.619467144,3.396581346,3.660621324,3.620730002,4.045243002,4.736270741,4.595316889,5.430242687,5.565909274,5.826758818,6.415647763,8.076276507,8.71394752,9.794459089,11.461391,12.70613994,13.23206403,13.52472479,14.42212156,14.64747262,10.49526256,10.77025582,11.52160654,12.32390234,12.75710099,12.93178377,13.28661258,13.69653167,13.71844523,14.01503009,14.13562575,14.31686569,14.31148097,14.02433691,14.20266187,14.13652822,14.00316547,13.76220478,13.82204013,14.38407072,14.26097235,14.27356592,14.40588658,14.7504264,15.65851524,19.20556707,,
Ecuador,ECU,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,1.691606387,1.650852646,1.590717456,1.509122999,1.718927586,1.488756924,1.145541928,1.576622982,1.338564302,1.500961819,1.28906828,1.37568496,2.853216264,5.005635071,5.021781998,6.170363862,6.863833195,6.921197907,7.431010801,6.775357076,6.559967679,6.35019885,7.955889286,8.400254363,5.658962024,6.601210899,6.54932921,6.347815044,7.78143138,7.445288379,6.522539213,7.112388294,6.689896862,7.150198012,6.365436822,6.563721836,7.348247268,9.963934652,6.834615541,6.333236898,7.703759287,8.574981388,7.219226226,7.024232502,,,
"Egypt, Arab Rep.",EGY,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,5.558527334,5.158188485,5.537133796,5.870286222,5.963427971,6.034361222,6.240695852,6.244502599,5.791312224,5.583892472,4.994312616,4.676034371,3.949792015,3.495298798,2.903935119,3.028675976,2.6516644,2.691826738,2.797667812,2.648459505,2.638448756,2.519319743,2.626158167,2.85630861,2.79411197,2.665263545,2.654771927,2.526173287,2.96855016,2.931238817,2.896344942,2.389266991,2.358618986,2.14616711,1.846010741,1.792756358,2.019760983,1.85558877,1.627586156,1.748600875,1.658387466,1.712136042,1.6586088,1.78617514,,,
Euro area,EMU,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,3.813288531,3.627764196,3.292249946,3.429182662,3.129877891,3.485013074,3.779375329,3.494668753,3.359819962,3.338961674,2.982903258,2.914746108,3.172684503,3.027569192,3.42509673,4.196381833,3.82197526,5.04965,5.245916071,5.611477523,6.305738305,8.328974464,9.256262623,10.56130958,12.78079696,14.51973852,15.38570029,15.70496898,16.57986594,16.67244761,16.61087963,16.76137407,17.55433185,18.26888322,18.10455887,17.94213223,18.24021585,18.41335448,17.95607707,18.37469346,18.79738121,18.74496646,18.7405788,18.61797226,18.68421029,18.29454409,18.50111159,18.11687801,18.58185735,18.75359387,19.01550504,19.29631297,19.2568131,19.86528774,20.92352706,20.56650464,,
Eritrea,ERI,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.008263883083,0.01271173914,0.01225984601,0.01214876302,0.01159456242,0.01149081269,0.01073009567,0.01156582433,0.01128671134,0.02477829191,0.02399202126,0.0255022611,0.02382921656,0.02321804852,0.02264340715,0.02198532607,0.02156496446,0.0211211655,,,
Spain,ESP,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,8.314033229,8.017883589,7.361912937,9.316137706,8.216077647,7.413305525,9.182349899,6.764175298,6.440068044,8.112260075,6.922392727,7.965241567,9.565249587,8.12862745,8.070955036,7.318911175,6.106732954,8.422098072,8.419939952,8.719779493,5.750613425,6.373974458,6.804550737,7.506249383,12.55081862,14.10178679,16.63567121,17.68098006,20.20797976,18.49295342,18.13882692,18.01622841,16.9989736,18.32263549,17.52838291,16.36196819,18.2914128,16.57389413,16.63638744,15.11682821,15.66258983,16.58965759,14.83258965,15.54007676,14.86513042,13.01323675,14.10114464,13.36807471,14.79168776,15.6608684,19.29580396,18.08221083,19.4931052,21.84623934,22.60994999,20.71945121,,
Estonia,EST,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.001309683495,0.001581599306,0.004701235569,0.003303257684,0.003005071757,0.00459613102,0.006716017683,0.007145689602,0.009120958116,0.01224566347,0.01277709258,0.03138657795,0.0486338598,0.1254270536,0.1522346932,0.1692980634,0.2522355712,0.4008939512,0.4649914477,0.6084624058,0.7413999883,0.7832977871,0.89886025,1.162411335,,
Ethiopia,ETH,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,0.1879403729,0.1878995413,0.1945844005,0.1982600967,0.1952766906,0.1996083666,0.2034675412,0.216850776,0.230675504,0.2492974883,0.2546252958,0.2840832398,0.2990606581,0.3181757665,0.3015685931,0.3092369998,0.2995032688,0.2865329781,0.2803856395,0.3982447788,0.3922951102,0.4073843129,0.4290773648,0.4428055169,0.4503322818,0.4605026429,0.4642853055,0.5289862177,0.5050438334,0.4602797225,0.5236299368,0.5138644575,0.5612903564,0.6025957595,0.660837395,0.7378720933,0.7430972947,0.7321338583,0.7802523194,1.030489395,1.242572219,1.467401707,1.623859428,1.738184349,,,
European Union,EUU,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,2.865259945,2.864493436,2.722656864,2.873454467,2.806616122,3.2152006,3.536174069,3.478055164,3.417646209,3.341269605,2.988815679,2.830596892,3.070453632,2.968462691,3.360787129,3.997054784,3.90405794,4.787227166,4.919298041,5.099359564,5.678223309,7.287841462,7.934613831,9.030611135,10.79018416,12.10447161,12.72111227,12.9845331,13.84594489,14.14206395,14.33040594,14.75895263,15.32642613,15.96706879,16.0343139,15.91499362,16.09181689,16.4834681,16.41323772,16.73528791,16.75772779,17.01277817,16.966972,16.7278743,16.91606934,16.69154059,16.60597389,16.21050811,16.49408347,16.95539768,17.01497642,17.5232367,17.71176766,18.29483076,19.21901496,19.00730754,,
Fragile and conflict affected situations,FCS,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,1.418181973,1.634522589,1.546006366,1.863478405,1.984246872,2.087587934,2.167374085,2.081571233,2.099091635,1.889130882,1.859235712,1.807861188,1.635255227,1.55181154,1.605306138,1.473625891,1.489184742,1.589088115,1.784701282,1.731400577,1.483135105,1.407356423,1.202231585,1.098091469,1.178350194,1.157164505,1.052198268,1.385772293,1.565285576,1.790585995,1.835798208,1.888027117,1.923226485,2.023668531,2.331875121,2.397411216,2.447373464,2.195154762,2.2915213,2.421930302,2.535379601,2.40905749,2.408423803,2.39619495,,,
Finland,FIN,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,4.656268618,6.865687058,7.920896245,6.421879828,5.88452139,6.104140162,6.357657641,6.945329698,5.832907046,4.433731116,4.463775929,5.030358105,4.568726585,4.299463129,5.28268476,5.304301264,3.849960984,8.10918315,7.616424136,11.38206865,11.01101987,21.09253682,23.70039279,24.70041045,25.2626354,23.3316797,22.37171075,21.45061091,22.58322681,21.34027,20.93703568,21.60293256,23.29118979,22.32346067,19.99835803,21.16470589,19.59973633,20.14675182,21.46938291,21.84537387,21.98462011,21.27888088,19.26984832,18.31595186,19.37381785,21.10484883,18.61594912,19.89936044,21.10335374,21.65508942,19.33029883,20.31354857,22.02838039,22.01725312,21.79057148,23.73192715,,
Fiji,FJI,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,4.486547313,4.124450709,3.636123498,4.053779554,3.115228129,4.096395017,4.592995105,4.100688947,4.383611673,4.498414765,4.176512719,4.211632359,4.809212629,4.43684079,4.99991761,6.045883215,4.730141118,6.53714283,7.527915102,8.426107539,11.47264454,18.00517181,18.89133323,23.27990656,28.6122045,31.33912607,34.67537017,35.55923602,37.1975641,37.92262508,38.68641017,38.63915555,40.53568468,43.00446693,44.28380132,44.20773832,43.68598053,44.78538886,42.68108032,43.76325259,45.29365796,44.64983567,45.65481806,45.22972734,45.29555817,45.20332645,46.00071478,45.60104917,45.6314985,44.47802943,45.27348662,47.99166756,46.77968075,46.88525377,50.07440869,49.46732303,,
Faroe Islands,FRO,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,0,0.04107760898,0.02981655193,0.5465640821,0.9469855935,1.118496212,1.90592873,1.651458877,1.953862176,1.627204294,2.297956018,2.638648431,2.881405557,3.45416775,4.218101171,4.385762865,4.655653942,4.472251052,4.572007344,5.132025004,4.983974753,4.695471468,4.425375244,5.245548855,5.072036397,4.741613566,4.921049877,4.643390755,4.882007562,4.695813832,4.783022639,4.16531545,3.454760271,2.953682892,2.324876835,2.405442035,1.830553551,1.859119537,1.794457041,1.534849437,1.765248359,2.160400038,1.517065094,1.350488676,,,
United Kingdom,GBR,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,0.5353439091,0.631569418,0.7876870062,1.132620885,1.403962993,2.378128507,3.106698385,3.505016216,3.791987588,3.988591611,3.493024527,3.578729229,3.780871015,3.497927497,4.338111459,4.127502324,4.790236432,5.18285426,4.863003975,4.767610453,5.030976883,5.337175068,6.193770057,7.04357666,7.577468252,8.104448867,7.750601207,7.175690844,8.178464983,9.235082973,8.544074164,8.826215867,9.66116131,11.05154383,10.87358682,10.92912911,11.08511733,11.8571688,11.94255659,11.40919077,10.181022,10.69209898,10.70709652,10.5673375,9.68162744,9.868835159,9.34318291,8.226742444,7.105643176,9.847727262,8.593916434,10.57220816,10.66576468,11.20671368,11.29960822,12.80821891,,
Georgia,GEO,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.248906233,6.349435901,6.459625378,7.466782817,12.43145688,12.01087979,13.77401276,15.81743531,18.02954586,19.91036934,17.77276045,18.92318262,23.26128889,21.10780812,19.06147231,19.22481422,15.53957233,18.02721974,20.9656725,22.01304917,27.26880533,19.44668822,17.05868875,18.64727725,16.71150041,,,
Ghana,GHA,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,8.349077084,9.010934994,9.896350329,9.926069873,9.279933109,9.800968509,9.720246209,8.251241466,10.18730589,11.27721403,10.91165481,9.818807979,5.968287413,3.942665026,5.902346881,8.307928429,8.198716988,8.615108693,8.693076241,9.298864702,9.595703893,10.01244122,9.105502287,8.459970928,8.102596023,8.51032494,8.421307501,4.454143606,5.788035061,9.055781642,8.998040415,6.898102726,5.625566435,7.649525136,8.225615404,7.707204262,5.111659365,8.496045162,8.708313848,8.122875133,8.224192162,8.111605186,7.911607532,7.988048468,,,
Gibraltar,GIB,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Guinea,GIN,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,1.660477075,1.844926618,1.878327924,2.335500655,1.841304188,1.682805174,3.156556549,2.705151214,2.064111534,2.776649623,2.953994791,2.624500424,2.282432452,1.618633633,1.792649269,1.475529448,1.268827098,1.208339334,1.786376936,2.010013627,1.954500186,2.000643206,2.034965314,1.278083672,1.504926265,1.374405787,1.667595639,1.334676384,1.065796418,1.018724223,0.9855756147,1.53884508,1.185711094,1.271568006,1.376770319,1.725691742,1.989492019,1.761282383,1.644794325,1.973224578,1.686459597,1.243010144,1.40175163,2.050338252,2.081761953,2.160570006,2.554655907,1.825283016,2.182185654,3.001763653,3.940876367,3.295692469,3.966507014,6.059495967,5.324267919,5.908028888,,
Grenada,GRD,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,0.817696473,0.6800861154,0.6802621783,0.713156761,0.7329760285,0.7553082445,0.5325052036,0.6288177204,0.5760175051,0.5306462445,0.6714757284,0.9444074869,1.615763603,1.15271252,1.263773283,3.290723288,3.080602116,3.199430497,3.479386404,3.349441854,3.257424935,2.601206394,2.77396606,2.796659468,3.069591043,2.942400588,2.769925188,3.011471599,3.071253287,3.328803499,2.92173718,2.468454331,5.563464494,5.270101397,5.070097972,5.354648618,5.718775025,6.972841279,6.255374721,5.532323838,5.235027474,5.372571435,4.835999544,4.765230659,,,
Guam,GUM,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,HIC,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,2.739094966,2.810993835,2.776384219,2.780875345,2.788790053,2.991221424,3.08546875,3.064843749,3.060101063,3.074384303,2.994427074,3.124255671,3.378790685,3.548707694,4.215177155,5.018320029,4.963859567,5.477279247,6.015593546,6.096484756,6.547923781,7.490849711,8.101454643,8.925579201,9.785017235,10.9086442,11.52390644,11.77236715,12.04177412,12.17366193,12.79706032,13.2081586,13.15124082,13.42895275,13.44672828,13.66026928,13.62871763,13.35394056,13.52438497,13.64966453,13.58818545,13.59828093,13.51326706,13.08344475,13.28578404,13.3791043,13.42405755,12.99226568,13.21681535,13.69664815,13.47963063,13.0045798,12.54796517,12.76691632,13.00128739,14.52933987,,
"Hong Kong SAR, China",HKG,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006488531332,0.0006040225938,0.0006160712648,0.000585263182,0.0006289477441,0.001165317495,0.001205966787,0.001848843169,0.001811083621,,,
Honduras,HND,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,1.498193127,1.840384127,2.092794994,2.295999754,2.345564208,2.319187985,2.379334348,3.199949392,3.545004862,3.595398455,3.796590994,3.614244164,3.620513304,3.723513609,5.608149131,5.980545986,6.93985035,7.204131309,7.260238421,8.236512823,8.283255062,7.530046368,7.589376093,5.883008466,5.094851678,6.18450386,5.789387189,4.973240467,6.280161346,6.498235018,5.07634325,4.128170969,4.104142134,3.064092496,3.594863716,4.457622166,4.060038693,4.235841151,5.397116939,5.803609772,4.983011652,5.244370083,5.043065713,4.818097221,,,
